VialID	box	rack	run	vials	atac	timecoursev2	run_real	POP	thaw_date	p3_date	lib_prep__date	p3_experimenter	lib_prep__experimenter	ash_num	index	COND	well	lib_1	lib_2	TP	IID	Age	Gender
24	Buffy	Buffy	6	2	FALSE	FALSE	5	ASH	200421	210421	220421	ABYA	YA	24	1	NS	B3	35	39	T6	ASH003	19	M
241	Buffy	Buffy	7	1	FALSE	FALSE	8	ASH	260421	270421	290421	ABYA	ZL	229	2	COV	B5	59	63	T6	ASH013	26	F
241	Buffy	Buffy	7	1	FALSE	FALSE	8	ASH	260421	270421	290421	ABYA	ZL	229	2	IAV	B5	58	62	T6	ASH013	26	F
241	Buffy	Buffy	7	1	FALSE	FALSE	8	ASH	260421	270421	290421	ABYA	ZL	229	2	NS	B5	60	64	T6	ASH013	26	F
245	Buffy	Buffy	7	2	FALSE	FALSE	8	ASH	260421	270421	290421	ABYA	ZL	241	3	COV	B7	60	64	T6	ASH014	31	M
245	Buffy	Buffy	7	2	FALSE	FALSE	8	ASH	260421	270421	290421	ABYA	ZL	241	3	IAV	B7	59	63	T6	ASH014	31	M
245	Buffy	Buffy	7	2	FALSE	FALSE	8	ASH	260421	270421	290421	ABYA	ZL	241	3	NS	B7	57	61	T6	ASH014	31	M
316	Buffy	Buffy	11	2	FALSE	FALSE	12	ASH	100521	110521	130521	ABYA	YA	316	1	COV	B3	90	94	T6	ASH015	40	M
316	Buffy	Buffy	11	2	FALSE	FALSE	12	ASH	100521	110521	130521	ABYA	YA	316	1	IAV	B3	89	93	T6	ASH015	40	M
316	Buffy	Buffy	11	2	FALSE	FALSE	12	ASH	100521	110521	130521	ABYA	YA	316	1	NS	B3	91	95	T6	ASH015	40	M
349	Buffy	Buffy	3	2	FALSE	FALSE	3	ASH	120421	130421	150421	ABYA	ZL	349	5	COV	D3	18	22	T6	ASH016	64	M
349	Buffy	Buffy	3	2	FALSE	FALSE	3	ASH	120421	130421	150421	ABYA	ZL	349	5	IAV	D3	17	21	T6	ASH016	64	M
349	Buffy	Buffy	3	2	FALSE	FALSE	3	ASH	120421	130421	150421	ABYA	ZL	349	5	NS	D3	19	23	T6	ASH016	64	M
