POP	ONSET_SELECTION	END_SELECTION	COEF_SELECTION	NREP	FREQ0	RUN
CHS	400	420	0.05	100	0.79	2504
CHS	400	420	0.05	100	0.8	2505
CHS	400	420	0.05	100	0.81	2506
CHS	400	420	0.05	100	0.82	2507
CHS	400	420	0.05	100	0.83	2508
CHS	400	420	0.05	100	0.84	2509
CHS	400	420	0.05	100	0.85	2510
CHS	400	420	0.05	100	0.86	2511
CHS	400	420	0.05	100	0.87	2512
CHS	400	420	0.05	100	0.88	2513
CHS	400	420	0.05	100	0.89	2514
CHS	400	420	0.05	100	0.9	2515
CHS	400	420	0.05	100	0.91	2516
CHS	400	420	0.05	100	0.92	2517
CHS	400	420	0.05	100	0.93	2518
CHS	400	420	0.05	100	0.94	2519
CHS	400	420	0.05	100	0.95	2520
CHS	400	420	0.05	100	0.96	2521
CHS	400	420	0.05	100	0.97	2522
CHS	400	420	0.05	100	0.98	2523
CHS	400	420	0.05	100	0.99	2524
CHS	400	420	0.05	100	1	2525
YRI	400	420	0.01	100	0	2526
YRI	400	420	0.01	100	0.01	2527
YRI	400	420	0.01	100	0.02	2528
YRI	400	420	0.01	100	0.03	2529
YRI	400	420	0.01	100	0.04	2530
YRI	400	420	0.01	100	0.05	2531
YRI	400	420	0.01	100	0.06	2532
YRI	400	420	0.01	100	0.07	2533
YRI	400	420	0.01	100	0.08	2534
YRI	400	420	0.01	100	0.09	2535
YRI	400	420	0.01	100	0.1	2536
YRI	400	420	0.01	100	0.11	2537
YRI	400	420	0.01	100	0.12	2538
YRI	400	420	0.01	100	0.13	2539
YRI	400	420	0.01	100	0.14	2540
YRI	400	420	0.01	100	0.15	2541
YRI	400	420	0.01	100	0.16	2542
YRI	400	420	0.01	100	0.17	2543
YRI	400	420	0.01	100	0.18	2544
YRI	400	420	0.01	100	0.19	2545
YRI	400	420	0.01	100	0.2	2546
YRI	400	420	0.01	100	0.21	2547
YRI	400	420	0.01	100	0.22	2548
YRI	400	420	0.01	100	0.23	2549
YRI	400	420	0.01	100	0.24	2550
YRI	400	420	0.01	100	0.25	2551
YRI	400	420	0.01	100	0.26	2552
YRI	400	420	0.01	100	0.27	2553
YRI	400	420	0.01	100	0.28	2554
YRI	400	420	0.01	100	0.29	2555
YRI	400	420	0.01	100	0.3	2556
YRI	400	420	0.01	100	0.31	2557
YRI	400	420	0.01	100	0.32	2558
YRI	400	420	0.01	100	0.33	2559
YRI	400	420	0.01	100	0.34	2560
YRI	400	420	0.01	100	0.35	2561
YRI	400	420	0.01	100	0.36	2562
YRI	400	420	0.01	100	0.37	2563
YRI	400	420	0.01	100	0.38	2564
YRI	400	420	0.01	100	0.39	2565
YRI	400	420	0.01	100	0.4	2566
YRI	400	420	0.01	100	0.41	2567
YRI	400	420	0.01	100	0.42	2568
YRI	400	420	0.01	100	0.43	2569
YRI	400	420	0.01	100	0.44	2570
YRI	400	420	0.01	100	0.45	2571
YRI	400	420	0.01	100	0.46	2572
YRI	400	420	0.01	100	0.47	2573
YRI	400	420	0.01	100	0.48	2574
YRI	400	420	0.01	100	0.49	2575
YRI	400	420	0.01	100	0.5	2576
YRI	400	420	0.01	100	0.51	2577
YRI	400	420	0.01	100	0.52	2578
YRI	400	420	0.01	100	0.53	2579
YRI	400	420	0.01	100	0.54	2580
YRI	400	420	0.01	100	0.55	2581
YRI	400	420	0.01	100	0.56	2582
YRI	400	420	0.01	100	0.57	2583
YRI	400	420	0.01	100	0.58	2584
YRI	400	420	0.01	100	0.59	2585
YRI	400	420	0.01	100	0.6	2586
YRI	400	420	0.01	100	0.61	2587
YRI	400	420	0.01	100	0.62	2588
YRI	400	420	0.01	100	0.63	2589
YRI	400	420	0.01	100	0.64	2590
YRI	400	420	0.01	100	0.65	2591
YRI	400	420	0.01	100	0.66	2592
YRI	400	420	0.01	100	0.67	2593
YRI	400	420	0.01	100	0.68	2594
YRI	400	420	0.01	100	0.69	2595
YRI	400	420	0.01	100	0.7	2596
YRI	400	420	0.01	100	0.71	2597
YRI	400	420	0.01	100	0.72	2598
YRI	400	420	0.01	100	0.73	2599
YRI	400	420	0.01	100	0.74	2600
YRI	400	420	0.01	100	0.75	2601
YRI	400	420	0.01	100	0.76	2602
YRI	400	420	0.01	100	0.77	2603
YRI	400	420	0.01	100	0.78	2604
YRI	400	420	0.01	100	0.79	2605
YRI	400	420	0.01	100	0.8	2606
YRI	400	420	0.01	100	0.81	2607
YRI	400	420	0.01	100	0.82	2608
YRI	400	420	0.01	100	0.83	2609
YRI	400	420	0.01	100	0.84	2610
YRI	400	420	0.01	100	0.85	2611
YRI	400	420	0.01	100	0.86	2612
YRI	400	420	0.01	100	0.87	2613
YRI	400	420	0.01	100	0.88	2614
YRI	400	420	0.01	100	0.89	2615
YRI	400	420	0.01	100	0.9	2616
YRI	400	420	0.01	100	0.91	2617
YRI	400	420	0.01	100	0.92	2618
YRI	400	420	0.01	100	0.93	2619
YRI	400	420	0.01	100	0.94	2620
YRI	400	420	0.01	100	0.95	2621
YRI	400	420	0.01	100	0.96	2622
YRI	400	420	0.01	100	0.97	2623
YRI	400	420	0.01	100	0.98	2624
YRI	400	420	0.01	100	0.99	2625
YRI	400	420	0.01	100	1	2626
YRI	400	420	0.05	100	0	2627
YRI	400	420	0.05	100	0.01	2628
YRI	400	420	0.05	100	0.02	2629
YRI	400	420	0.05	100	0.03	2630
YRI	400	420	0.05	100	0.04	2631
YRI	400	420	0.05	100	0.05	2632
YRI	400	420	0.05	100	0.06	2633
YRI	400	420	0.05	100	0.07	2634
YRI	400	420	0.05	100	0.08	2635
YRI	400	420	0.05	100	0.09	2636
YRI	400	420	0.05	100	0.1	2637
YRI	400	420	0.05	100	0.11	2638
YRI	400	420	0.05	100	0.12	2639
YRI	400	420	0.05	100	0.13	2640
YRI	400	420	0.05	100	0.14	2641
YRI	400	420	0.05	100	0.15	2642
YRI	400	420	0.05	100	0.16	2643
YRI	400	420	0.05	100	0.17	2644
YRI	400	420	0.05	100	0.18	2645
YRI	400	420	0.05	100	0.19	2646
YRI	400	420	0.05	100	0.2	2647
YRI	400	420	0.05	100	0.21	2648
YRI	400	420	0.05	100	0.22	2649
YRI	400	420	0.05	100	0.23	2650
YRI	400	420	0.05	100	0.24	2651
YRI	400	420	0.05	100	0.25	2652
YRI	400	420	0.05	100	0.26	2653
YRI	400	420	0.05	100	0.27	2654
YRI	400	420	0.05	100	0.28	2655
YRI	400	420	0.05	100	0.29	2656
YRI	400	420	0.05	100	0.3	2657
YRI	400	420	0.05	100	0.31	2658
YRI	400	420	0.05	100	0.32	2659
YRI	400	420	0.05	100	0.33	2660
YRI	400	420	0.05	100	0.34	2661
YRI	400	420	0.05	100	0.35	2662
YRI	400	420	0.05	100	0.36	2663
YRI	400	420	0.05	100	0.37	2664
YRI	400	420	0.05	100	0.38	2665
YRI	400	420	0.05	100	0.39	2666
YRI	400	420	0.05	100	0.4	2667
YRI	400	420	0.05	100	0.41	2668
YRI	400	420	0.05	100	0.42	2669
YRI	400	420	0.05	100	0.43	2670
YRI	400	420	0.05	100	0.44	2671
YRI	400	420	0.05	100	0.45	2672
YRI	400	420	0.05	100	0.46	2673
YRI	400	420	0.05	100	0.47	2674
YRI	400	420	0.05	100	0.48	2675
YRI	400	420	0.05	100	0.49	2676
YRI	400	420	0.05	100	0.5	2677
YRI	400	420	0.05	100	0.51	2678
YRI	400	420	0.05	100	0.52	2679
YRI	400	420	0.05	100	0.53	2680
YRI	400	420	0.05	100	0.54	2681
YRI	400	420	0.05	100	0.55	2682
YRI	400	420	0.05	100	0.56	2683
YRI	400	420	0.05	100	0.57	2684
YRI	400	420	0.05	100	0.58	2685
YRI	400	420	0.05	100	0.59	2686
YRI	400	420	0.05	100	0.6	2687
YRI	400	420	0.05	100	0.61	2688
YRI	400	420	0.05	100	0.62	2689
YRI	400	420	0.05	100	0.63	2690
YRI	400	420	0.05	100	0.64	2691
YRI	400	420	0.05	100	0.65	2692
YRI	400	420	0.05	100	0.66	2693
YRI	400	420	0.05	100	0.67	2694
YRI	400	420	0.05	100	0.68	2695
YRI	400	420	0.05	100	0.69	2696
YRI	400	420	0.05	100	0.7	2697
YRI	400	420	0.05	100	0.71	2698
YRI	400	420	0.05	100	0.72	2699
YRI	400	420	0.05	100	0.73	2700
YRI	400	420	0.05	100	0.74	2701
YRI	400	420	0.05	100	0.75	2702
YRI	400	420	0.05	100	0.76	2703
YRI	400	420	0.05	100	0.77	2704
YRI	400	420	0.05	100	0.78	2705
YRI	400	420	0.05	100	0.79	2706
YRI	400	420	0.05	100	0.8	2707
YRI	400	420	0.05	100	0.81	2708
YRI	400	420	0.05	100	0.82	2709
YRI	400	420	0.05	100	0.83	2710
YRI	400	420	0.05	100	0.84	2711
YRI	400	420	0.05	100	0.85	2712
YRI	400	420	0.05	100	0.86	2713
YRI	400	420	0.05	100	0.87	2714
YRI	400	420	0.05	100	0.88	2715
YRI	400	420	0.05	100	0.89	2716
YRI	400	420	0.05	100	0.9	2717
YRI	400	420	0.05	100	0.91	2718
YRI	400	420	0.05	100	0.92	2719
YRI	400	420	0.05	100	0.93	2720
YRI	400	420	0.05	100	0.94	2721
YRI	400	420	0.05	100	0.95	2722
YRI	400	420	0.05	100	0.96	2723
YRI	400	420	0.05	100	0.97	2724
YRI	400	420	0.05	100	0.98	2725
YRI	400	420	0.05	100	0.99	2726
YRI	400	420	0.05	100	1	2727
CEU	100	120	0.025	100	0	2728
CEU	100	120	0.025	100	0.01	2729
CEU	100	120	0.025	100	0.02	2730
CEU	100	120	0.025	100	0.03	2731
CEU	100	120	0.025	100	0.04	2732
CEU	100	120	0.025	100	0.05	2733
CEU	100	120	0.025	100	0.06	2734
CEU	100	120	0.025	100	0.07	2735
CEU	100	120	0.025	100	0.08	2736
CEU	100	120	0.025	100	0.09	2737
CEU	100	120	0.025	100	0.1	2738
CEU	100	120	0.025	100	0.11	2739
CEU	100	120	0.025	100	0.12	2740
CEU	100	120	0.025	100	0.13	2741
CEU	100	120	0.025	100	0.14	2742
CEU	100	120	0.025	100	0.15	2743
CEU	100	120	0.025	100	0.16	2744
CEU	100	120	0.025	100	0.17	2745
CEU	100	120	0.025	100	0.18	2746
CEU	100	120	0.025	100	0.19	2747
CEU	100	120	0.025	100	0.2	2748
CEU	100	120	0.025	100	0.21	2749
CEU	100	120	0.025	100	0.22	2750
CEU	100	120	0.025	100	0.23	2751
CEU	100	120	0.025	100	0.24	2752
CEU	100	120	0.025	100	0.25	2753
CEU	100	120	0.025	100	0.26	2754
CEU	100	120	0.025	100	0.27	2755
CEU	100	120	0.025	100	0.28	2756
CEU	100	120	0.025	100	0.29	2757
CEU	100	120	0.025	100	0.3	2758
CEU	100	120	0.025	100	0.31	2759
CEU	100	120	0.025	100	0.32	2760
CEU	100	120	0.025	100	0.33	2761
CEU	100	120	0.025	100	0.34	2762
CEU	100	120	0.025	100	0.35	2763
CEU	100	120	0.025	100	0.36	2764
CEU	100	120	0.025	100	0.37	2765
CEU	100	120	0.025	100	0.38	2766
CEU	100	120	0.025	100	0.39	2767
CEU	100	120	0.025	100	0.4	2768
CEU	100	120	0.025	100	0.41	2769
CEU	100	120	0.025	100	0.42	2770
CEU	100	120	0.025	100	0.43	2771
CEU	100	120	0.025	100	0.44	2772
CEU	100	120	0.025	100	0.45	2773
CEU	100	120	0.025	100	0.46	2774
CEU	100	120	0.025	100	0.47	2775
CEU	100	120	0.025	100	0.48	2776
CEU	100	120	0.025	100	0.49	2777
CEU	100	120	0.025	100	0.5	2778
CEU	100	120	0.025	100	0.51	2779
CEU	100	120	0.025	100	0.52	2780
CEU	100	120	0.025	100	0.53	2781
CEU	100	120	0.025	100	0.54	2782
CEU	100	120	0.025	100	0.55	2783
CEU	100	120	0.025	100	0.56	2784
CEU	100	120	0.025	100	0.57	2785
CEU	100	120	0.025	100	0.58	2786
CEU	100	120	0.025	100	0.59	2787
CEU	100	120	0.025	100	0.6	2788
CEU	100	120	0.025	100	0.61	2789
CEU	100	120	0.025	100	0.62	2790
CEU	100	120	0.025	100	0.63	2791
CEU	100	120	0.025	100	0.64	2792
CEU	100	120	0.025	100	0.65	2793
CEU	100	120	0.025	100	0.66	2794
CEU	100	120	0.025	100	0.67	2795
CEU	100	120	0.025	100	0.68	2796
CEU	100	120	0.025	100	0.69	2797
CEU	100	120	0.025	100	0.7	2798
CEU	100	120	0.025	100	0.71	2799
CEU	100	120	0.025	100	0.72	2800
CEU	100	120	0.025	100	0.73	2801
CEU	100	120	0.025	100	0.74	2802
CEU	100	120	0.025	100	0.75	2803
CEU	100	120	0.025	100	0.76	2804
CEU	100	120	0.025	100	0.77	2805
CEU	100	120	0.025	100	0.78	2806
CEU	100	120	0.025	100	0.79	2807
CEU	100	120	0.025	100	0.8	2808
CEU	100	120	0.025	100	0.81	2809
CEU	100	120	0.025	100	0.82	2810
CEU	100	120	0.025	100	0.83	2811
CEU	100	120	0.025	100	0.84	2812
CEU	100	120	0.025	100	0.85	2813
CEU	100	120	0.025	100	0.86	2814
CEU	100	120	0.025	100	0.87	2815
CEU	100	120	0.025	100	0.88	2816
CEU	100	120	0.025	100	0.89	2817
CEU	100	120	0.025	100	0.9	2818
CEU	100	120	0.025	100	0.91	2819
CEU	100	120	0.025	100	0.92	2820
CEU	100	120	0.025	100	0.93	2821
CEU	100	120	0.025	100	0.94	2822
CEU	100	120	0.025	100	0.95	2823
CEU	100	120	0.025	100	0.96	2824
CEU	100	120	0.025	100	0.97	2825
CEU	100	120	0.025	100	0.98	2826
CEU	100	120	0.025	100	0.99	2827
CEU	100	120	0.025	100	1	2828
CEU	200	220	0.025	100	0	2829
CEU	200	220	0.025	100	0.01	2830
CEU	200	220	0.025	100	0.02	2831
CEU	200	220	0.025	100	0.03	2832
CEU	200	220	0.025	100	0.04	2833
CEU	200	220	0.025	100	0.05	2834
CEU	200	220	0.025	100	0.06	2835
CEU	200	220	0.025	100	0.07	2836
CEU	200	220	0.025	100	0.08	2837
CEU	200	220	0.025	100	0.09	2838
CEU	200	220	0.025	100	0.1	2839
CEU	200	220	0.025	100	0.11	2840
CEU	200	220	0.025	100	0.12	2841
CEU	200	220	0.025	100	0.13	2842
CEU	200	220	0.025	100	0.14	2843
CEU	200	220	0.025	100	0.15	2844
CEU	200	220	0.025	100	0.16	2845
CEU	200	220	0.025	100	0.17	2846
CEU	200	220	0.025	100	0.18	2847
CEU	200	220	0.025	100	0.19	2848
CEU	200	220	0.025	100	0.2	2849
CEU	200	220	0.025	100	0.21	2850
CEU	200	220	0.025	100	0.22	2851
CEU	200	220	0.025	100	0.23	2852
CEU	200	220	0.025	100	0.24	2853
CEU	200	220	0.025	100	0.25	2854
CEU	200	220	0.025	100	0.26	2855
CEU	200	220	0.025	100	0.27	2856
CEU	200	220	0.025	100	0.28	2857
CEU	200	220	0.025	100	0.29	2858
CEU	200	220	0.025	100	0.3	2859
CEU	200	220	0.025	100	0.31	2860
CEU	200	220	0.025	100	0.32	2861
CEU	200	220	0.025	100	0.33	2862
CEU	200	220	0.025	100	0.34	2863
CEU	200	220	0.025	100	0.35	2864
CEU	200	220	0.025	100	0.36	2865
CEU	200	220	0.025	100	0.37	2866
CEU	200	220	0.025	100	0.38	2867
CEU	200	220	0.025	100	0.39	2868
CEU	200	220	0.025	100	0.4	2869
CEU	200	220	0.025	100	0.41	2870
CEU	200	220	0.025	100	0.42	2871
CEU	200	220	0.025	100	0.43	2872
CEU	200	220	0.025	100	0.44	2873
CEU	200	220	0.025	100	0.45	2874
CEU	200	220	0.025	100	0.46	2875
CEU	200	220	0.025	100	0.47	2876
CEU	200	220	0.025	100	0.48	2877
CEU	200	220	0.025	100	0.49	2878
CEU	200	220	0.025	100	0.5	2879
CEU	200	220	0.025	100	0.51	2880
CEU	200	220	0.025	100	0.52	2881
CEU	200	220	0.025	100	0.53	2882
CEU	200	220	0.025	100	0.54	2883
CEU	200	220	0.025	100	0.55	2884
CEU	200	220	0.025	100	0.56	2885
CEU	200	220	0.025	100	0.57	2886
CEU	200	220	0.025	100	0.58	2887
CEU	200	220	0.025	100	0.59	2888
CEU	200	220	0.025	100	0.6	2889
CEU	200	220	0.025	100	0.61	2890
CEU	200	220	0.025	100	0.62	2891
CEU	200	220	0.025	100	0.63	2892
CEU	200	220	0.025	100	0.64	2893
CEU	200	220	0.025	100	0.65	2894
CEU	200	220	0.025	100	0.66	2895
CEU	200	220	0.025	100	0.67	2896
CEU	200	220	0.025	100	0.68	2897
CEU	200	220	0.025	100	0.69	2898
CEU	200	220	0.025	100	0.7	2899
CEU	200	220	0.025	100	0.71	2900
CEU	200	220	0.025	100	0.72	2901
CEU	200	220	0.025	100	0.73	2902
CEU	200	220	0.025	100	0.74	2903
CEU	200	220	0.025	100	0.75	2904
CEU	200	220	0.025	100	0.76	2905
CEU	200	220	0.025	100	0.77	2906
CEU	200	220	0.025	100	0.78	2907
CEU	200	220	0.025	100	0.79	2908
CEU	200	220	0.025	100	0.8	2909
CEU	200	220	0.025	100	0.81	2910
CEU	200	220	0.025	100	0.82	2911
CEU	200	220	0.025	100	0.83	2912
CEU	200	220	0.025	100	0.84	2913
CEU	200	220	0.025	100	0.85	2914
CEU	200	220	0.025	100	0.86	2915
CEU	200	220	0.025	100	0.87	2916
CEU	200	220	0.025	100	0.88	2917
CEU	200	220	0.025	100	0.89	2918
CEU	200	220	0.025	100	0.9	2919
CEU	200	220	0.025	100	0.91	2920
CEU	200	220	0.025	100	0.92	2921
CEU	200	220	0.025	100	0.93	2922
CEU	200	220	0.025	100	0.94	2923
CEU	200	220	0.025	100	0.95	2924
CEU	200	220	0.025	100	0.96	2925
CEU	200	220	0.025	100	0.97	2926
CEU	200	220	0.025	100	0.98	2927
CEU	200	220	0.025	100	0.99	2928
CEU	200	220	0.025	100	1	2929
CEU	300	320	0.025	100	0	2930
CEU	300	320	0.025	100	0.01	2931
CEU	300	320	0.025	100	0.02	2932
CEU	300	320	0.025	100	0.03	2933
CEU	300	320	0.025	100	0.04	2934
CEU	300	320	0.025	100	0.05	2935
CEU	300	320	0.025	100	0.06	2936
CEU	300	320	0.025	100	0.07	2937
CEU	300	320	0.025	100	0.08	2938
CEU	300	320	0.025	100	0.09	2939
CEU	300	320	0.025	100	0.1	2940
CEU	300	320	0.025	100	0.11	2941
CEU	300	320	0.025	100	0.12	2942
CEU	300	320	0.025	100	0.13	2943
CEU	300	320	0.025	100	0.14	2944
CEU	300	320	0.025	100	0.15	2945
CEU	300	320	0.025	100	0.16	2946
CEU	300	320	0.025	100	0.17	2947
CEU	300	320	0.025	100	0.18	2948
CEU	300	320	0.025	100	0.19	2949
CEU	300	320	0.025	100	0.2	2950
CEU	300	320	0.025	100	0.21	2951
CEU	300	320	0.025	100	0.22	2952
CEU	300	320	0.025	100	0.23	2953
CEU	300	320	0.025	100	0.24	2954
CEU	300	320	0.025	100	0.25	2955
CEU	300	320	0.025	100	0.26	2956
CEU	300	320	0.025	100	0.27	2957
CEU	300	320	0.025	100	0.28	2958
CEU	300	320	0.025	100	0.29	2959
CEU	300	320	0.025	100	0.3	2960
CEU	300	320	0.025	100	0.31	2961
CEU	300	320	0.025	100	0.32	2962
CEU	300	320	0.025	100	0.33	2963
CEU	300	320	0.025	100	0.34	2964
CEU	300	320	0.025	100	0.35	2965
CEU	300	320	0.025	100	0.36	2966
CEU	300	320	0.025	100	0.37	2967
CEU	300	320	0.025	100	0.38	2968
CEU	300	320	0.025	100	0.39	2969
CEU	300	320	0.025	100	0.4	2970
CEU	300	320	0.025	100	0.41	2971
CEU	300	320	0.025	100	0.42	2972
CEU	300	320	0.025	100	0.43	2973
CEU	300	320	0.025	100	0.44	2974
CEU	300	320	0.025	100	0.45	2975
CEU	300	320	0.025	100	0.46	2976
CEU	300	320	0.025	100	0.47	2977
CEU	300	320	0.025	100	0.48	2978
CEU	300	320	0.025	100	0.49	2979
CEU	300	320	0.025	100	0.5	2980
CEU	300	320	0.025	100	0.51	2981
CEU	300	320	0.025	100	0.52	2982
CEU	300	320	0.025	100	0.53	2983
CEU	300	320	0.025	100	0.54	2984
CEU	300	320	0.025	100	0.55	2985
CEU	300	320	0.025	100	0.56	2986
CEU	300	320	0.025	100	0.57	2987
CEU	300	320	0.025	100	0.58	2988
CEU	300	320	0.025	100	0.59	2989
CEU	300	320	0.025	100	0.6	2990
CEU	300	320	0.025	100	0.61	2991
CEU	300	320	0.025	100	0.62	2992
CEU	300	320	0.025	100	0.63	2993
CEU	300	320	0.025	100	0.64	2994
CEU	300	320	0.025	100	0.65	2995
CEU	300	320	0.025	100	0.66	2996
CEU	300	320	0.025	100	0.67	2997
CEU	300	320	0.025	100	0.68	2998
CEU	300	320	0.025	100	0.69	2999
CEU	300	320	0.025	100	0.7	3000
CEU	300	320	0.025	100	0.71	3001
CEU	300	320	0.025	100	0.72	3002
CEU	300	320	0.025	100	0.73	3003
CEU	300	320	0.025	100	0.74	3004
CEU	300	320	0.025	100	0.75	3005
CEU	300	320	0.025	100	0.76	3006
CEU	300	320	0.025	100	0.77	3007
CEU	300	320	0.025	100	0.78	3008
CEU	300	320	0.025	100	0.79	3009
CEU	300	320	0.025	100	0.8	3010
CEU	300	320	0.025	100	0.81	3011
CEU	300	320	0.025	100	0.82	3012
CEU	300	320	0.025	100	0.83	3013
CEU	300	320	0.025	100	0.84	3014
CEU	300	320	0.025	100	0.85	3015
CEU	300	320	0.025	100	0.86	3016
CEU	300	320	0.025	100	0.87	3017
CEU	300	320	0.025	100	0.88	3018
CEU	300	320	0.025	100	0.89	3019
CEU	300	320	0.025	100	0.9	3020
CEU	300	320	0.025	100	0.91	3021
CEU	300	320	0.025	100	0.92	3022
CEU	300	320	0.025	100	0.93	3023
CEU	300	320	0.025	100	0.94	3024
CEU	300	320	0.025	100	0.95	3025
CEU	300	320	0.025	100	0.96	3026
CEU	300	320	0.025	100	0.97	3027
CEU	300	320	0.025	100	0.98	3028
CEU	300	320	0.025	100	0.99	3029
CEU	300	320	0.025	100	1	3030
CEU	400	420	0.025	100	0	3031
CEU	400	420	0.025	100	0.01	3032
CEU	400	420	0.025	100	0.02	3033
CEU	400	420	0.025	100	0.03	3034
CEU	400	420	0.025	100	0.04	3035
CEU	400	420	0.025	100	0.05	3036
CEU	400	420	0.025	100	0.06	3037
CEU	400	420	0.025	100	0.07	3038
CEU	400	420	0.025	100	0.08	3039
CEU	400	420	0.025	100	0.09	3040
CEU	400	420	0.025	100	0.1	3041
CEU	400	420	0.025	100	0.11	3042
CEU	400	420	0.025	100	0.12	3043
CEU	400	420	0.025	100	0.13	3044
CEU	400	420	0.025	100	0.14	3045
CEU	400	420	0.025	100	0.15	3046
CEU	400	420	0.025	100	0.16	3047
CEU	400	420	0.025	100	0.17	3048
CEU	400	420	0.025	100	0.18	3049
CEU	400	420	0.025	100	0.19	3050
CEU	400	420	0.025	100	0.2	3051
CEU	400	420	0.025	100	0.21	3052
CEU	400	420	0.025	100	0.22	3053
CEU	400	420	0.025	100	0.23	3054
CEU	400	420	0.025	100	0.24	3055
CEU	400	420	0.025	100	0.25	3056
CEU	400	420	0.025	100	0.26	3057
CEU	400	420	0.025	100	0.27	3058
CEU	400	420	0.025	100	0.28	3059
CEU	400	420	0.025	100	0.29	3060
CEU	400	420	0.025	100	0.3	3061
CEU	400	420	0.025	100	0.31	3062
CEU	400	420	0.025	100	0.32	3063
CEU	400	420	0.025	100	0.33	3064
CEU	400	420	0.025	100	0.34	3065
CEU	400	420	0.025	100	0.35	3066
CEU	400	420	0.025	100	0.36	3067
CEU	400	420	0.025	100	0.37	3068
CEU	400	420	0.025	100	0.38	3069
CEU	400	420	0.025	100	0.39	3070
CEU	400	420	0.025	100	0.4	3071
CEU	400	420	0.025	100	0.41	3072
CEU	400	420	0.025	100	0.42	3073
CEU	400	420	0.025	100	0.43	3074
CEU	400	420	0.025	100	0.44	3075
CEU	400	420	0.025	100	0.45	3076
CEU	400	420	0.025	100	0.46	3077
CEU	400	420	0.025	100	0.47	3078
CEU	400	420	0.025	100	0.48	3079
CEU	400	420	0.025	100	0.49	3080
CEU	400	420	0.025	100	0.5	3081
CEU	400	420	0.025	100	0.51	3082
CEU	400	420	0.025	100	0.52	3083
CEU	400	420	0.025	100	0.53	3084
CEU	400	420	0.025	100	0.54	3085
CEU	400	420	0.025	100	0.55	3086
CEU	400	420	0.025	100	0.56	3087
CEU	400	420	0.025	100	0.57	3088
CEU	400	420	0.025	100	0.58	3089
CEU	400	420	0.025	100	0.59	3090
CEU	400	420	0.025	100	0.6	3091
CEU	400	420	0.025	100	0.61	3092
CEU	400	420	0.025	100	0.62	3093
CEU	400	420	0.025	100	0.63	3094
CEU	400	420	0.025	100	0.64	3095
CEU	400	420	0.025	100	0.65	3096
CEU	400	420	0.025	100	0.66	3097
CEU	400	420	0.025	100	0.67	3098
CEU	400	420	0.025	100	0.68	3099
CEU	400	420	0.025	100	0.69	3100
CEU	400	420	0.025	100	0.7	3101
CEU	400	420	0.025	100	0.71	3102
CEU	400	420	0.025	100	0.72	3103
CEU	400	420	0.025	100	0.73	3104
CEU	400	420	0.025	100	0.74	3105
CEU	400	420	0.025	100	0.75	3106
CEU	400	420	0.025	100	0.76	3107
CEU	400	420	0.025	100	0.77	3108
CEU	400	420	0.025	100	0.78	3109
CEU	400	420	0.025	100	0.79	3110
CEU	400	420	0.025	100	0.8	3111
CEU	400	420	0.025	100	0.81	3112
CEU	400	420	0.025	100	0.82	3113
CEU	400	420	0.025	100	0.83	3114
CEU	400	420	0.025	100	0.84	3115
CEU	400	420	0.025	100	0.85	3116
CEU	400	420	0.025	100	0.86	3117
CEU	400	420	0.025	100	0.87	3118
CEU	400	420	0.025	100	0.88	3119
CEU	400	420	0.025	100	0.89	3120
CEU	400	420	0.025	100	0.9	3121
CEU	400	420	0.025	100	0.91	3122
CEU	400	420	0.025	100	0.92	3123
CEU	400	420	0.025	100	0.93	3124
CEU	400	420	0.025	100	0.94	3125
CEU	400	420	0.025	100	0.95	3126
CEU	400	420	0.025	100	0.96	3127
CEU	400	420	0.025	100	0.97	3128
CEU	400	420	0.025	100	0.98	3129
CEU	400	420	0.025	100	0.99	3130
CEU	400	420	0.025	100	1	3131
CHS	100	120	0.025	100	0	3132
CHS	100	120	0.025	100	0.01	3133
CHS	100	120	0.025	100	0.02	3134
CHS	100	120	0.025	100	0.03	3135
CHS	100	120	0.025	100	0.04	3136
CHS	100	120	0.025	100	0.05	3137
CHS	100	120	0.025	100	0.06	3138
CHS	100	120	0.025	100	0.07	3139
CHS	100	120	0.025	100	0.08	3140
CHS	100	120	0.025	100	0.09	3141
CHS	100	120	0.025	100	0.1	3142
CHS	100	120	0.025	100	0.11	3143
CHS	100	120	0.025	100	0.12	3144
CHS	100	120	0.025	100	0.13	3145
CHS	100	120	0.025	100	0.14	3146
CHS	100	120	0.025	100	0.15	3147
CHS	100	120	0.025	100	0.16	3148
CHS	100	120	0.025	100	0.17	3149
CHS	100	120	0.025	100	0.18	3150
CHS	100	120	0.025	100	0.19	3151
CHS	100	120	0.025	100	0.2	3152
CHS	100	120	0.025	100	0.21	3153
CHS	100	120	0.025	100	0.22	3154
CHS	100	120	0.025	100	0.23	3155
CHS	100	120	0.025	100	0.24	3156
CHS	100	120	0.025	100	0.25	3157
CHS	100	120	0.025	100	0.26	3158
CHS	100	120	0.025	100	0.27	3159
CHS	100	120	0.025	100	0.28	3160
CHS	100	120	0.025	100	0.29	3161
CHS	100	120	0.025	100	0.3	3162
CHS	100	120	0.025	100	0.31	3163
CHS	100	120	0.025	100	0.32	3164
CHS	100	120	0.025	100	0.33	3165
CHS	100	120	0.025	100	0.34	3166
CHS	100	120	0.025	100	0.35	3167
CHS	100	120	0.025	100	0.36	3168
